sector,ocupacion,genero,edad,escolaridad,municipio,H-P-V
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,54309-22/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54153-6/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54322-2/1-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,54310-4/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54322-14/1-1
Servicios,trabajador,H,18-24,Licenciatura,monterrey,27217-2/3-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,monterrey,27217-2/2-1
Comercio,trabajador,H,60-64,Licenciatura,monterrey,27217-2/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54310-10/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54310-10/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54153-14/1-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,salinas,54228-2/1-1
Industria manufacturera,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,54326-2/3-1
Industria manufacturera,trabajador,H,60-64,Carrera técnica o preparatoria,salinas,54326-2/1-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,salinas,54323-10/1-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,salinas,54323-10/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54154-8/1-1
Otro,otro,H,18-24,Carrera técnica o preparatoria,salinas,54154-4/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54331-4/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54331-4/3-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,salinas,54331-4/4-1
Servicios,trabajador,F,18-24,Primaria o Secundaria,salinas,54331-18/2-1
Servicios,trabajador,F,18-24,Primaria o Secundaria,salinas,54331-16/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54326-4/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54326-8/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54323-14/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54324-2/1-1
Servicios,trabajador,H,65-130,Primaria o Secundaria,salinas,54324-6/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,monterrey,27217-8/1-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,salinas,54324-10/2-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54324-10/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54323-16/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54326-10/3-1
Servicios,trabajador,F,18-24,Primaria o Secundaria,salinas,54323-4/3-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,54323-4/2-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54324-12/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,54324-12/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,54324-4/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,54159-A-2aaaa/1-1
Construcción,trabajador,H,65-130,Primaria o Secundaria,san_pedro,6750-4/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,san_pedro,6750-4/3-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,salinas,52235-36/2-1
Servicios,otro,H,25-49,Licenciatura,monterrey,26840-6/2-1
Comercio,trabajador,H,50-59,Primaria o Secundaria,monterrey,26840-6/1-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,salinas,52231-12/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52230b-22/1-1
Servicios,trabajador,F,18-24,Primaria o Secundaria,salinas,52230b-22/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,52235-20/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52227a-10/3-1
Industria manufacturera,trabajador,F,18-24,Licenciatura,salinas,52227a-38/3-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52235-26/4-1
Industria manufacturera,trabajador,F,18-24,Carrera técnica o preparatoria,salinas,52235-26/5-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,52227a-42/1-1
Industria manufacturera,trabajador,F,18-24,Primaria o Secundaria,salinas,52227a-42/3-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,salinas,52235-22/3-1
Industria manufacturera,trabajador,F,50-59,Primaria o Secundaria,salinas,52235-22/2-1
Otro,otro,H,50-59,Primaria o Secundaria,juarez,56919-6/1-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,juarez,56919-6/4-1
Gobierno,trabajador,H,65-130,Primaria o Secundaria,salinas,52223-28/1-1
Industria manufacturera,trabajador,H,65-130,Primaria o Secundaria,salinas,52223a-10/1-3
Industria manufacturera,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,52223a-10/5-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,52223a-10/4-1
Gobierno,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,52223a-10/3-1
Gobierno,trabajador,F,60-64,Primaria o Secundaria,salinas,52223a-10/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52223a-10/6-1
Construcción,trabajador,H,18-24,Primaria o Secundaria,salinas,52223a-6/3-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52223a-6/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,52219-28/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,52219-28/2-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,salinas,52219-28/3-1
Industria manufacturera,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,52219-30/5-1
Industria manufacturera,trabajador,F,50-59,Primaria o Secundaria,salinas,52229-2/2-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,salinas,52229-2/1-1
Servicios,trabajador,H,65-130,Primaria o Secundaria,salinas,52229-4/1-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,salinas,52229-4/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,26849A-14/2-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,52229-14/4-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52229-14/1-2
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,52229-14/2-1
Industria manufacturera,trabajador,H,60-64,Primaria o Secundaria,salinas,52206-6/1-1
Industria manufacturera,trabajador,F,50-59,Primaria o Secundaria,salinas,52206-6/2-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,52206-6/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,52206-12/1-1
Otro,otro,F,25-49,Primaria o Secundaria,salinas,52206-12/2-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,52206-12/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,52229a-18/1-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,salinas,52229a-18/3-1
Comercio,trabajador,F,18-24,Primaria o Secundaria,salinas,52229a-18/4-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,52228a-22/3-1
Servicios,trabajador,H,65-130,Carrera técnica o preparatoria,salinas,52228a-22/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,52228a-22/4-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,52228b-8/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,52228b-14/1-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,salinas,52228b-26/2-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,52228b-26/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52233-40/3-1
Servicios,trabajador,H,15-17,Carrera técnica o preparatoria,salinas,52233-40/5-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52233-40/1-1
Industria manufacturera,trabajador,F,18-24,Primaria o Secundaria,salinas,52230b-10/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,52230b-10/1-1
Servicios,trabajador,H,25-49,Licenciatura,monterrey,26849A-18/3-1
Construcción,trabajador,F,25-49,Licenciatura,monterrey,26849A-18/2-1
Comercio,otro,F,50-59,Carrera técnica o preparatoria,monterrey,26849A-18/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,52231-10/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,52230b-14/2-1
Servicios,trabajador,F,25-49,Licenciatura,salinas,52230b-14/3-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,salinas,52230b-14/1-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,52231-20/3-1
Servicios,trabajador,H,65-130,Primaria o Secundaria,salinas,52231-20/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52231-22/1-1
Servicios,trabajador,H,65-130,Primaria o Secundaria,salinas,52233-14/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,52233-14/3-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52216-40/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52233-24/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52216-18/1-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,salinas,52216-6/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,52239-6/1-1
Comercio,trabajador,H,50-59,Carrera técnica o preparatoria,salinas,52239-10/1-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,salinas,52220-4/3-1
Construcción,trabajador,H,50-59,Primaria o Secundaria,salinas,52239-8/1-1
Industria manufacturera,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,52220-12/3-1
Construcción,otro,H,25-49,Primaria o Secundaria,salinas,52220-12/2-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,52220-24/1-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,salinas,52220-24/3-1
Gobierno,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52239-2/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,52220-30/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,27218-8/2-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,monterrey,27218-8/4-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,monterrey,27218-8/5-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,monterrey,27218-8/3-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,40846-4/1-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,salinas,40846-4/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40845-2/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40836-6/1-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,salinas,40842-4/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40842-4/2-1
Servicios,trabajador,F,18-24,Primaria o Secundaria,salinas,40842-10/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,40842-10/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,40835-2/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40835-2/3-1
Construcción,trabajador,H,50-59,Primaria o Secundaria,salinas,40835-6/1-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,salinas,40841-10/1-1
Comercio,trabajador,F,25-49,Licenciatura,monterrey,27165-24/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,40841-6/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,40803-6/1-1
Construcción,trabajador,H,65-130,Primaria o Secundaria,salinas,40818-12/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,40817-6/1-1
Otro,otro,H,25-49,Primaria o Secundaria,salinas,40817-6/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,40770-4/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,40774-4/1-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,salinas,40770-6/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40774-8/1-1
Servicios,otro,H,25-49,Primaria o Secundaria,salinas,40827-4/2-1
Gobierno,trabajador,H,25-49,Licenciatura,monterrey,27165-12/2-3
Gobierno,trabajador,F,25-49,Licenciatura,monterrey,27165-12/3-2
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40823-4/1-1
Servicios,trabajador,F,50-59,Carrera técnica o preparatoria,salinas,40821-8/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,40825-4/1-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,salinas,40825-4/2-1
Servicios,trabajador,F,18-24,Primaria o Secundaria,salinas,40825-4/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40826-2/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,40832-6/1-1
Servicios,trabajador,F,18-24,Licenciatura,salinas,40832-6/3-1
Gobierno,trabajador,F,25-49,Primaria o Secundaria,salinas,40809-10/2-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,40809-10/3-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,40783-8/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,40845-6/1-3
Comercio,otro,H,50-59,Primaria o Secundaria,salinas,40781-2/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,40788-8/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40788-8/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,40771-10/1-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,40789-4/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,40776-2/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40795-2/1-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,40795-2/3-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,40789-6/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,40776-4/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,40781-4/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,40788-20/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,40795-34/4-1
Servicios,otro,H,50-59,Primaria o Secundaria,salinas,40795-34/1-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,40795-34/5-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40795-34/3-2
Servicios,otro,H,50-59,Carrera técnica o preparatoria,monterrey,27320-2/1-1
Servicios,otro,H,18-24,Carrera técnica o preparatoria,monterrey,27320-2/3-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,40819-6/2-1
Industria manufacturera,trabajador,H,65-130,Primaria o Secundaria,salinas,40819-6/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40815-10/3-1
Servicios,trabajador,H,65-130,Primaria o Secundaria,salinas,40815-10/1-1
Servicios,trabajador,H,65-130,Primaria o Secundaria,salinas,40844-6/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,25635-2/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,25635-14/1-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,salinas,52209-10/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,salinas,40849-8/2-1
Construcción,otro,H,25-49,Primaria o Secundaria,salinas,40849-8/1-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,salinas,40849-8/3-1
Construcción,trabajador,H,50-59,Primaria o Secundaria,salinas,52209-8/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,25668-6/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,25668-6/2-1
Servicios,trabajador,H,60-64,Licenciatura,salinas,40849-4/1-1
Servicios,trabajador,F,25-49,Licenciatura,salinas,40849-4/3-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,40849-4/4-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,salinas,25668-10/3-1
Construcción,otro,H,25-49,Sin Instrucción,salinas,25668-10/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,salinas,40851-4/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40851-4/1-1
Comercio,trabajador,H,65-130,Primaria o Secundaria,salinas,40851-8/1-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,40852-8/4-1
Industria manufacturera,trabajador,H,18-24,Carrera técnica o preparatoria,salinas,40852-8/2-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,40852-8/1-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,salinas,40852-8/3-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,25671-6/1-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,40853-2/3-3
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,40853-2/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,52278-26/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,52346-2/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,juarez,56919-8/1-1
Servicios,otro,H,25-49,Primaria o Secundaria,monterrey,27311-2/3-1
Servicios,otro,H,25-49,Primaria o Secundaria,monterrey,27311-2/4-1
Servicios,otro,H,65-130,Primaria o Secundaria,monterrey,27311-2/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52307-14/1-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,salinas,52307-8/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,52278-22/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52346-4/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52346-6/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,salinas,52306-4/1-2
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52306-6/1-1
Transporte y comunicaciones,trabajador,H,25-49,Primaria o Secundaria,salinas,52306-12/1-1
Servicios,trabajador,H,25-49,Licenciatura,salinas,52328-4/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52328-6/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52395-26/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52354-12/1-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,salinas,52354-14/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52354-14/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,salinas,52354-18/1-2
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,salinas,52354-18/4-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,salinas,52318-2/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52121-6/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52125-8/1-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,salinas,52125-8/4-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,salinas,52121-4/1-1
Industria manufacturera,trabajador,F,18-24,Primaria o Secundaria,salinas,52395-6/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52395-28/1-1
Otro,otro,F,25-49,Primaria o Secundaria,salinas,52395-28/2-1
Servicios,trabajador,H,18-24,Licenciatura,salinas,52401-4/2-1
Servicios,trabajador,H,18-24,Licenciatura,salinas,52401-4/3-1
Servicios,trabajador,H,18-24,Licenciatura,salinas,52401-4/1-1
Servicios,trabajador,H,18-24,Licenciatura,salinas,52401-4/4-1
Industria manufacturera,otro,H,25-49,Carrera técnica o preparatoria,salinas,52393-4/1-1
Construcción,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52393-12/1-1
Servicios,trabajador,H,15-17,Primaria o Secundaria,salinas,52393-12/3-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,salinas,52318-36/1-3
